target_role,education_level,education_relevance,experience_years,experience_relevance,common_skill_coverage,skill_gap_count,project_count,project_quality_score,project_relevance_score,project_depth_score,project_diversity_score,github_activity_score,live_project_count,portfolio_completeness_score,portfolio_design_score,portfolio_content_score,portfolio_evidence_score,technical_evidence_score,soft_skill_evidence_score,github_available,deployment_available
DevOps Engineer,MBA,54,3.0,59,54,1,2,22,83,32,59,0,1,59,50,49,32,75,56,,
DevOps Engineer,BSc,33,1.0,75,75,3,3,69,79,63,76,76,2,88,77,43,54,100,89,,
DevOps Engineer,MSc,88,1.0,97,86,3,3,78,95,53,29,100,0,83,97,90,94,64,64,,
DevOps Engineer,BE,92,3.1,65,68,3,2,67,94,43,95,17,0,90,29,56,41,64,80,,
DevOps Engineer,BTech,85,4.0,62,100,0,6,41,72,73,52,35,1,100,91,50,62,84,47,,
DevOps Engineer,MBA,81,0.6,76,53,5,1,76,67,21,52,62,0,74,84,44,100,77,73,,
DevOps Engineer,BE,86,0.7,45,77,3,4,52,88,74,62,80,0,62,50,72,87,86,48,,
DevOps Engineer,BCA,89,1.0,57,100,0,3,73,90,63,22,0,3,87,55,59,46,57,43,,
DevOps Engineer,BSc,63,1.7,60,99,0,3,58,93,91,65,41,3,71,66,42,57,70,53,,
DevOps Engineer,BTech,61,4.3,74,100,2,3,77,84,52,30,0,1,71,36,63,55,44,75,,
DevOps Engineer,MBA,35,3.6,59,43,5,2,58,84,79,70,0,0,45,24,40,70,99,67,,
DevOps Engineer,BBA,73,2.7,92,94,1,4,72,91,53,76,0,0,76,62,71,15,88,49,,
DevOps Engineer,MSc,59,2.4,97,79,1,0,50,82,26,30,0,0,47,64,58,42,54,42,,
DevOps Engineer,MSc,17,1.5,58,89,5,2,76,80,67,47,0,0,89,58,49,40,62,42,,
DevOps Engineer,BTech,84,2.4,75,84,3,3,44,74,20,19,62,0,93,16,66,72,62,67,,
DevOps Engineer,BE,70,1.2,40,82,2,2,76,74,21,26,35,0,59,36,52,90,94,67,,
DevOps Engineer,Diploma,81,1.7,64,78,4,6,73,67,78,66,50,3,86,97,58,79,100,64,,
DevOps Engineer,BTech,20,0.1,75,87,3,0,45,90,57,28,0,0,23,44,63,50,73,50,,
DevOps Engineer,MCA,95,3.0,100,86,3,2,76,65,44,83,57,2,60,66,56,97,88,65,,
DevOps Engineer,BE,47,0.1,58,100,1,4,61,100,28,37,62,3,93,56,77,80,96,60,,
DevOps Engineer,MCA,79,0.6,77,49,6,0,35,64,52,72,27,0,65,49,46,61,68,72,,
DevOps Engineer,BE,96,0.5,45,67,0,3,40,100,45,26,50,2,58,62,71,50,84,56,,
DevOps Engineer,MBA,8,2.6,80,89,3,5,78,97,25,90,70,4,100,49,35,85,99,61,,
DevOps Engineer,BE,81,0.5,89,72,1,0,48,65,79,76,68,0,67,57,22,77,95,16,,
DevOps Engineer,BSc,95,2.8,48,100,1,2,59,100,59,35,11,0,68,73,31,57,82,50,,
DevOps Engineer,MSc,68,5.1,65,100,0,4,72,83,58,57,100,0,96,80,71,69,99,80,,
DevOps Engineer,BE,86,5.0,62,72,4,0,84,75,48,20,0,0,57,54,76,49,30,78,,
DevOps Engineer,PhD,77,5.1,90,100,1,2,65,80,42,53,62,2,73,49,61,86,97,57,,
DevOps Engineer,BTech,64,3.3,71,64,5,3,73,85,34,53,100,1,90,50,40,78,84,30,,
DevOps Engineer,MCA,51,0.8,76,100,0,1,75,73,36,63,26,1,80,68,43,59,76,71,,
DevOps Engineer,MBA,53,3.7,60,86,1,3,76,94,45,48,83,0,54,62,19,100,85,83,,
DevOps Engineer,Diploma,78,5.1,87,90,2,2,57,82,58,41,20,1,91,53,58,50,48,48,,
DevOps Engineer,MSc,75,0.7,69,70,3,2,71,76,49,38,34,0,68,48,19,62,72,46,,
DevOps Engineer,BE,75,1.3,75,57,4,2,85,59,59,62,46,0,59,52,26,85,75,30,,
DevOps Engineer,BSc,38,4.6,54,64,5,5,68,53,71,47,70,1,77,44,47,73,78,73,,
DevOps Engineer,BTech,74,0.0,38,93,3,6,51,79,39,62,17,0,80,49,80,49,78,32,,
DevOps Engineer,BE,69,1.5,75,100,1,0,47,85,55,53,38,0,86,71,100,54,84,56,,
DevOps Engineer,MSc,89,0.4,75,54,2,2,70,66,51,50,18,0,47,83,62,83,50,80,,
DevOps Engineer,BTech,86,3.2,71,83,2,6,73,84,83,63,60,0,71,37,53,93,75,41,,
DevOps Engineer,BCA,29,2.3,61,100,1,3,63,70,62,67,41,2,100,49,46,43,97,84,,
DevOps Engineer,BTech,78,0.2,17,74,4,2,63,71,56,75,0,1,61,54,49,61,80,62,,
DevOps Engineer,BE,73,1.3,45,67,4,2,86,59,49,60,62,0,76,57,59,84,93,51,,
DevOps Engineer,BTech,78,1.2,71,95,0,2,33,77,27,54,56,1,76,65,61,72,100,75,,
DevOps Engineer,BE,75,1.3,65,90,1,2,86,75,58,30,61,2,90,56,80,85,84,52,,
DevOps Engineer,MSc,34,0.1,56,38,5,5,79,64,44,81,39,5,99,66,38,81,78,83,,
DevOps Engineer,MCA,90,1.0,77,88,3,1,56,78,27,73,0,1,73,62,41,43,73,68,,
DevOps Engineer,BE,88,0.9,90,62,3,6,77,65,38,35,60,2,100,26,63,61,98,71,,
DevOps Engineer,MBA,60,0.9,61,68,2,1,12,71,23,39,0,0,64,82,49,20,54,46,,
DevOps Engineer,MSc,65,7.1,100,93,0,3,88,89,95,42,70,2,100,69,65,92,100,81,,
DevOps Engineer,BTech,53,0.6,14,100,0,4,85,71,34,33,55,0,100,35,65,74,55,63,,
DevOps Engineer,BCA,61,1.4,71,69,0,1,42,82,40,79,43,1,60,80,55,51,67,72,,
DevOps Engineer,MTech,73,1.6,73,68,3,3,48,96,80,47,21,0,86,59,44,57,100,70,,
DevOps Engineer,BE,74,0.8,43,90,1,2,52,66,35,44,0,0,50,65,49,70,64,32,,
DevOps Engineer,BBA,70,0.3,74,50,5,2,62,68,41,55,59,0,83,79,65,62,76,51,,
DevOps Engineer,MBA,79,0.3,53,62,3,0,38,68,50,33,17,0,94,55,59,72,58,34,,
DevOps Engineer,BE,11,2.3,57,84,2,6,91,64,69,73,0,3,91,36,38,100,70,64,,
DevOps Engineer,MTech,39,1.5,55,62,3,4,37,64,24,42,0,2,72,74,42,44,53,63,,
DevOps Engineer,BTech,13,0.9,74,100,0,2,21,100,55,69,0,0,39,60,57,76,87,39,,
DevOps Engineer,BE,87,0.8,65,49,5,0,49,29,48,62,0,0,78,66,61,23,51,48,,
DevOps Engineer,BBA,74,0.7,84,85,3,0,54,64,46,25,54,0,79,53,41,74,84,92,,
DevOps Engineer,BSc,94,4.9,97,100,0,7,100,78,62,63,75,6,99,55,39,72,64,59,,
DevOps Engineer,BCA,64,1.8,19,59,3,4,72,68,50,86,50,0,77,49,89,77,62,66,,
DevOps Engineer,MBA,80,1.2,66,95,0,6,59,100,38,94,38,0,81,61,94,100,69,69,,
DevOps Engineer,BE,87,2.6,69,76,3,6,98,95,45,68,64,6,94,65,57,86,74,65,,
DevOps Engineer,BTech,91,1.6,100,100,0,3,82,88,27,14,0,3,68,55,50,65,57,48,,
DevOps Engineer,Diploma,97,0.2,28,85,2,4,51,77,61,72,34,4,97,40,51,88,59,74,,
DevOps Engineer,BTech,65,0.5,43,95,1,2,56,62,62,64,0,0,44,56,52,57,90,39,,
DevOps Engineer,MSc,95,1.0,57,65,5,2,57,70,54,45,53,0,56,18,54,48,60,53,,
DevOps Engineer,MCA,67,9.3,78,100,0,9,85,83,45,89,81,5,100,39,50,58,90,65,,
DevOps Engineer,MCA,47,1.0,65,77,2,5,96,91,59,58,46,4,86,52,50,49,66,44,,
DevOps Engineer,BSc,98,1.4,39,100,0,3,91,59,65,58,27,1,96,53,45,71,100,73,,
DevOps Engineer,BTech,34,4.4,45,100,0,3,79,65,30,58,53,2,82,67,55,65,96,68,,
DevOps Engineer,MBA,98,2.2,72,69,4,3,30,67,24,53,41,3,44,78,70,68,68,66,,
DevOps Engineer,BBA,38,13.2,78,76,2,3,78,84,90,45,100,2,74,30,28,100,100,99,,
DevOps Engineer,BSc,42,1.9,37,92,0,3,67,100,45,67,57,0,21,58,8,75,97,51,,
DevOps Engineer,BE,83,2.8,82,78,0,2,82,69,55,81,0,2,40,73,11,37,72,46,,
DevOps Engineer,BCA,30,0.6,82,77,4,3,60,76,65,40,0,3,83,34,44,59,87,51,,
DevOps Engineer,MCA,68,3.4,93,38,6,5,38,80,60,49,70,5,98,33,70,79,82,89,,
DevOps Engineer,MBA,19,0.4,70,100,3,0,59,97,35,84,0,0,35,40,65,42,63,61,,
DevOps Engineer,BSc,88,0.6,78,100,0,0,56,75,55,40,38,0,64,50,54,48,92,50,,
DevOps Engineer,BTech,74,1.9,47,100,0,2,88,79,46,49,69,1,78,68,40,70,44,42,,
DevOps Engineer,MTech,60,1.3,63,100,0,2,44,100,45,53,0,0,59,31,49,59,87,100,,
DevOps Engineer,BTech,75,0.5,46,67,4,1,49,100,61,12,0,0,35,96,34,30,63,34,,
DevOps Engineer,Diploma,74,0.9,58,73,6,4,85,51,41,73,43,0,100,49,27,77,67,71,,
DevOps Engineer,BE,50,1.0,66,100,1,2,58,89,57,77,93,0,69,28,73,47,72,70,,
DevOps Engineer,MCA,73,1.1,81,53,4,4,44,48,63,92,71,0,51,71,71,60,99,26,,
DevOps Engineer,MSc,69,0.7,69,33,6,0,76,77,17,49,0,0,43,47,41,40,60,59,,
DevOps Engineer,BTech,89,1.7,45,55,4,3,51,45,60,54,0,0,22,60,71,55,69,60,,
DevOps Engineer,MSc,93,3.8,43,86,2,5,72,91,85,27,0,5,78,83,57,90,90,46,,
DevOps Engineer,BTech,83,2.9,91,43,4,5,52,80,66,82,71,0,97,34,54,66,67,52,,
DevOps Engineer,BTech,69,1.8,89,65,5,3,63,72,60,52,22,1,72,54,61,84,54,13,,
DevOps Engineer,BCA,88,7.2,66,84,2,7,100,100,77,65,98,4,75,52,57,96,73,75,,
DevOps Engineer,BCA,87,1.6,70,51,0,4,81,82,60,63,44,2,69,55,60,43,88,22,,
DevOps Engineer,MBA,64,1.1,53,74,2,4,66,71,69,64,0,0,70,84,82,66,85,28,,
DevOps Engineer,BCA,80,0.5,44,81,0,5,81,64,53,52,53,0,98,56,100,99,100,70,,
DevOps Engineer,BE,46,0.9,73,71,3,2,46,84,42,56,61,0,75,45,37,77,92,26,,
DevOps Engineer,BTech,93,1.5,68,100,2,0,73,82,62,30,54,0,68,52,66,100,68,34,,
DevOps Engineer,BTech,64,3.0,81,100,1,3,39,97,80,81,65,3,76,51,56,37,79,31,,
DevOps Engineer,BTech,54,5.0,69,91,0,1,81,54,77,58,67,1,57,58,71,61,100,42,,
DevOps Engineer,BBA,88,0.9,77,72,5,4,89,99,100,71,53,1,100,36,100,73,88,64,,
DevOps Engineer,MTech,74,0.5,77,100,0,2,29,92,27,58,51,2,59,57,54,63,99,18,,
DevOps Engineer,BTech,69,0.8,94,58,4,6,41,84,48,48,91,3,77,75,73,71,97,47,,
DevOps Engineer,BCA,85,1.7,50,51,3,4,70,66,52,92,39,2,73,68,62,85,52,49,,
DevOps Engineer,MCA,58,7.7,75,98,3,5,78,51,95,52,100,1,97,60,55,95,100,79,,
DevOps Engineer,MCA,51,6.8,92,100,0,1,55,87,83,25,74,0,50,63,27,60,93,78,,
DevOps Engineer,BSc,80,2.8,87,48,5,4,70,81,67,62,77,0,50,81,45,70,57,31,,
DevOps Engineer,BE,98,0.2,37,56,2,3,58,60,31,44,0,0,73,61,66,72,27,40,,
DevOps Engineer,BBA,83,1.1,60,74,2,5,64,73,76,83,0,3,87,61,90,87,74,42,,
DevOps Engineer,MTech,76,5.7,82,82,0,4,58,71,78,68,65,0,58,41,26,79,91,71,,
DevOps Engineer,BTech,80,1.2,89,92,0,1,33,76,47,51,0,1,49,81,59,39,52,34,,
DevOps Engineer,MTech,44,1.6,65,100,1,4,70,100,43,66,78,0,100,86,33,99,100,33,,
DevOps Engineer,MTech,83,0.8,38,49,5,1,37,64,51,47,0,1,72,50,54,36,81,61,,
DevOps Engineer,BTech,36,2.5,69,48,4,3,65,50,41,100,0,0,57,76,42,63,73,65,,
DevOps Engineer,BTech,78,3.4,57,78,0,4,62,100,52,50,71,1,78,81,48,59,82,34,,
DevOps Engineer,MCA,66,2.4,100,83,2,4,46,74,44,28,69,2,74,69,48,63,70,59,,
DevOps Engineer,BTech,65,2.4,55,72,1,6,78,79,66,70,0,2,52,52,67,80,95,20,,
DevOps Engineer,BBA,88,1.2,66,97,2,4,68,92,54,63,84,2,76,62,64,73,88,35,,
DevOps Engineer,MCA,61,0.7,84,78,5,3,66,100,49,56,49,3,81,35,48,91,79,41,,
DevOps Engineer,BE,78,1.5,60,60,4,2,63,81,57,100,75,0,81,63,58,75,79,22,,
DevOps Engineer,BTech,26,2.1,100,76,4,6,79,91,67,65,58,2,100,62,51,77,82,75,,
DevOps Engineer,BCA,85,0.1,57,62,6,5,100,56,71,52,0,0,50,69,58,47,68,60,,
DevOps Engineer,BTech,78,0.6,42,72,2,4,58,87,42,45,0,2,82,42,53,77,61,53,,
DevOps Engineer,MSc,93,1.5,57,85,2,2,22,51,54,100,0,0,60,32,71,45,85,48,,
DevOps Engineer,BE,27,1.1,64,100,0,3,74,83,41,73,0,0,53,56,75,18,56,41,,
DevOps Engineer,MTech,21,1.0,100,43,5,4,64,23,38,68,78,0,94,24,52,85,57,21,,
DevOps Engineer,MCA,79,0.0,91,72,1,2,53,76,59,86,0,0,58,72,45,49,88,35,,
DevOps Engineer,MSc,47,0.5,56,53,3,2,66,87,18,66,0,1,88,56,78,45,65,63,,
DevOps Engineer,MSc,85,1.9,63,60,2,3,53,80,56,53,58,0,75,77,75,74,100,52,,
DevOps Engineer,BE,31,1.2,49,80,3,3,60,77,46,46,0,2,92,28,80,52,45,73,,
DevOps Engineer,MBA,72,1.3,55,100,2,3,99,69,51,50,0,1,93,48,44,41,100,76,,
DevOps Engineer,MTech,90,0.5,50,77,4,4,57,73,69,55,69,3,87,30,95,59,88,23,,
DevOps Engineer,BTech,92,0.2,68,100,2,0,39,100,54,47,0,0,51,46,57,69,73,60,,
DevOps Engineer,MTech,89,1.5,77,97,0,6,76,64,39,40,52,6,97,44,64,45,100,44,,
DevOps Engineer,BTech,42,0.8,50,100,2,2,44,100,44,37,47,1,73,78,68,53,100,47,,
DevOps Engineer,BSc,91,3.1,100,90,3,4,78,80,52,66,0,2,72,63,85,65,88,36,,
DevOps Engineer,MTech,50,2.1,75,94,2,2,44,85,33,33,39,0,74,54,78,53,77,73,,
DevOps Engineer,MCA,62,2.7,65,70,5,2,28,97,60,18,56,1,66,53,29,50,78,29,,
DevOps Engineer,MTech,78,0.5,84,100,0,2,71,91,50,63,0,1,37,60,21,85,50,52,,
DevOps Engineer,MTech,17,0.4,42,41,5,2,52,73,34,54,48,0,48,73,57,60,88,41,,
DevOps Engineer,MTech,79,1.3,82,75,3,3,60,96,69,39,49,0,85,72,61,71,86,67,,
DevOps Engineer,MCA,66,1.4,69,95,2,3,63,91,36,69,0,1,87,76,36,72,87,49,,
DevOps Engineer,BSc,83,3.2,89,78,2,6,72,63,62,77,76,3,77,62,56,66,80,43,,
DevOps Engineer,BE,79,0.2,70,67,2,0,43,68,63,52,38,0,81,56,41,73,74,25,,
DevOps Engineer,BE,42,2.0,56,72,3,3,67,85,47,58,0,3,82,29,74,69,57,68,,
DevOps Engineer,BTech,60,1.8,82,67,4,3,70,72,46,65,0,0,69,87,65,79,68,65,,
DevOps Engineer,BE,57,2.8,70,84,2,3,59,83,49,57,80,0,83,61,51,71,95,52,,
DevOps Engineer,MCA,38,3.8,92,63,3,6,71,44,40,76,78,0,96,29,51,74,68,39,,
DevOps Engineer,BBA,82,1.0,77,76,2,4,70,66,39,46,56,3,92,58,65,52,90,46,,
DevOps Engineer,BE,72,1.1,50,96,2,3,82,68,44,47,0,1,79,55,46,52,87,60,,
DevOps Engineer,MCA,81,0.3,74,73,2,3,54,80,65,77,0,0,61,63,57,62,87,40,,
DevOps Engineer,BE,79,1.1,47,72,3,3,70,72,61,61,70,0,71,52,64,85,89,50,,
DevOps Engineer,BTech,67,1.8,68,69,3,3,49,70,61,57,30,2,68,45,60,67,87,62,,
DevOps Engineer,MCA,67,4.7,63,83,3,4,67,65,85,55,80,0,86,44,54,89,100,59,,
DevOps Engineer,MBA,55,0.8,69,97,3,2,64,94,43,74,43,1,56,51,66,56,76,48,,
DevOps Engineer,BE,82,0.7,62,58,5,4,73,67,32,63,68,4,82,58,84,84,71,49,,
DevOps Engineer,MSc,74,0.8,52,83,2,2,58,70,40,42,12,0,57,59,37,68,66,37,,
DevOps Engineer,BTech,68,1.4,74,49,3,5,62,66,54,59,40,2,63,59,76,74,78,30,,
DevOps Engineer,MSc,84,2.9,69,85,3,2,75,87,63,46,0,1,72,71,48,75,69,56,,
DevOps Engineer,BTech,47,2.6,47,97,0,2,52,72,61,75,57,0,77,49,44,69,93,63,,
DevOps Engineer,BCA,50,4.1,62,87,4,4,86,89,72,55,0,0,83,55,53,66,68,57,,
DevOps Engineer,MBA,82,1.0,66,74,2,3,55,66,42,79,23,0,79,64,78,64,61,59,,
DevOps Engineer,BSc,92,0.4,28,87,2,4,72,82,47,76,39,4,92,42,63,93,70,66,,
DevOps Engineer,BTech,64,0.9,64,67,3,3,62,81,73,33,0,1,39,98,48,36,58,35,,
DevOps Engineer,BBA,86,0.6,68,68,5,5,93,80,87,62,27,0,76,52,80,61,78,62,,
DevOps Engineer,BTech,77,1.0,50,80,2,1,62,73,49,42,41,0,87,61,50,70,51,38,,
DevOps Engineer,MTech,38,2.5,46,97,0,3,47,82,39,74,0,0,73,41,55,50,75,68,,
DevOps Engineer,BSc,61,3.4,83,89,0,6,78,68,60,80,67,5,100,40,54,63,76,56,,
DevOps Engineer,BE,74,1.5,59,80,3,2,81,77,55,74,0,0,87,56,51,58,89,50,,
DevOps Engineer,BTech,41,2.2,100,79,3,5,66,85,58,51,63,2,89,65,50,72,78,68,,
DevOps Engineer,BTech,85,1.4,66,38,4,3,59,77,64,26,37,3,86,68,31,51,69,70,,
DevOps Engineer,MCA,83,2.0,83,69,4,3,49,79,39,64,28,2,82,51,51,57,77,76,,
DevOps Engineer,BTech,80,1.0,70,70,5,3,61,72,65,53,45,2,80,42,79,71,72,18,,
DevOps Engineer,MBA,67,1.1,63,73,3,3,37,69,46,51,22,1,72,88,53,43,72,54,,
DevOps Engineer,BCA,83,1.0,57,88,2,3,78,73,54,43,19,2,92,52,45,59,61,55,,
DevOps Engineer,MBA,56,0.7,75,94,3,1,57,87,31,78,0,1,56,52,52,43,70,65,,
DevOps Engineer,Diploma,81,0.9,67,79,5,3,72,62,34,72,0,0,88,55,34,64,71,71,,
DevOps Engineer,BCA,88,0.9,78,71,6,1,56,73,49,53,0,0,65,60,66,35,61,37,,
DevOps Engineer,BTech,49,2.9,43,89,1,3,71,72,34,52,0,2,82,57,55,70,84,63,,
DevOps Engineer,BE,30,2.3,95,83,3,5,80,85,60,56,44,0,93,62,57,72,89,76,,
DevOps Engineer,BSc,87,5.3,72,85,1,5,89,83,70,76,83,4,87,36,51,84,75,70,,
DevOps Engineer,BE,78,1.6,74,67,2,6,77,72,51,51,34,2,77,38,63,70,97,49,,
DevOps Engineer,BTech,38,0.5,74,90,2,1,40,86,45,38,20,0,41,50,63,57,83,59,,
DevOps Engineer,BE,79,1.9,42,87,3,3,77,87,34,48,30,0,62,52,61,85,87,62,,
DevOps Engineer,BSc,86,1.4,81,78,2,2,61,77,60,48,55,0,58,62,51,56,79,42,,
DevOps Engineer,BSc,70,0.9,56,81,1,2,49,80,71,50,29,2,84,61,51,64,64,44,,
DevOps Engineer,BSc,90,1.8,54,87,1,3,64,69,60,81,56,3,98,28,46,76,70,69,,
DevOps Engineer,MTech,46,2.3,43,87,2,1,33,80,62,63,55,0,64,49,51,56,83,72,,
DevOps Engineer,BBA,84,1.1,66,96,1,5,64,97,44,80,57,0,78,62,82,89,76,55,,
DevOps Engineer,Diploma,75,3.3,66,89,2,5,72,75,69,62,74,2,90,90,65,74,100,72,,
DevOps Engineer,BTech,77,1.6,87,69,3,2,53,71,55,46,59,0,86,47,47,71,77,76,,
DevOps Engineer,MCA,81,3.8,73,53,6,1,55,73,45,34,14,0,73,73,50,68,51,55,,
DevOps Engineer,BTech,52,2.0,86,69,3,5,68,87,63,60,59,1,89,67,61,76,90,66,,
DevOps Engineer,BE,55,3.8,81,96,0,3,75,95,64,40,67,2,97,62,70,86,97,70,,
DevOps Engineer,BTech,87,1.6,72,80,1,3,66,59,78,61,26,0,62,56,56,70,89,59,,
DevOps Engineer,MBA,47,2.9,86,79,3,4,82,83,48,70,29,3,86,61,51,88,75,62,,
DevOps Engineer,MTech,81,1.8,79,90,2,3,53,80,31,35,0,0,72,33,48,76,58,61,,
DevOps Engineer,BTech,47,0.4,44,58,4,5,88,71,63,49,19,0,70,39,50,58,68,66,,
DevOps Engineer,BE,77,1.0,60,75,2,4,76,69,27,31,46,0,75,32,57,78,95,68,,
DevOps Engineer,MCA,62,1.7,77,75,3,1,58,72,38,55,26,0,82,76,36,69,72,57,,
DevOps Engineer,BSc,95,1.5,54,99,1,2,82,71,63,44,43,0,83,54,55,85,83,53,,
DevOps Engineer,MSc,48,0.7,58,35,6,1,67,76,24,51,18,0,46,58,47,48,72,53,,
DevOps Engineer,BTech,73,2.8,65,79,1,5,76,72,63,80,29,2,74,36,55,76,87,40,,
DevOps Engineer,BTech,22,2.1,38,95,1,1,42,80,49,62,0,0,52,46,49,58,83,58,,
DevOps Engineer,Diploma,81,0.8,74,79,5,4,82,70,46,53,68,0,91,71,56,86,65,68,,
DevOps Engineer,BSc,66,2.5,57,86,2,4,70,74,67,33,30,2,82,50,53,58,66,56,,
DevOps Engineer,MCA,72,5.5,63,94,1,7,77,74,48,75,48,0,83,56,67,63,69,58,,
DevOps Engineer,MSc,63,0.7,52,63,3,3,61,88,42,65,0,1,77,52,75,64,74,56,,
DevOps Engineer,BTech,71,1.4,67,88,2,2,85,86,60,44,50,0,78,52,58,75,67,38,,
DevOps Engineer,MSc,79,1.2,59,82,2,2,50,79,45,53,18,2,74,52,55,67,58,59,,
DevOps Engineer,BTech,54,2.1,67,93,1,3,44,80,66,42,17,0,63,69,56,57,78,49,,
DevOps Engineer,MSc,29,1.1,57,75,4,2,72,82,49,54,0,0,90,57,59,42,63,50,,
DevOps Engineer,MBA,57,1.4,57,82,3,4,61,91,56,72,76,1,76,50,59,86,91,52,,
DevOps Engineer,MTech,66,3.0,59,83,1,5,39,68,53,47,0,1,87,83,47,56,72,52,,
DevOps Engineer,MTech,64,0.6,70,75,2,3,52,84,45,57,0,1,57,51,50,59,90,37,,
DevOps Engineer,MCA,59,1.1,62,85,3,2,57,78,36,60,0,1,82,45,61,48,58,70,,
DevOps Engineer,BE,78,2.1,74,84,1,2,85,72,57,54,32,2,65,65,45,62,77,49,,
DevOps Engineer,BCA,65,0.7,60,91,0,3,78,68,45,58,42,0,89,61,70,80,88,70,,
DevOps Engineer,BE,71,2.4,58,64,3,3,68,88,65,70,70,0,72,27,56,93,89,49,,
DevOps Engineer,BTech,81,1.9,41,85,2,5,83,92,38,67,53,3,80,61,66,83,83,46,,
DevOps Engineer,BSc,32,1.2,58,100,1,3,52,100,50,48,52,2,83,81,61,52,100,50,,
DevOps Engineer,BCA,55,1.9,50,78,3,3,55,78,41,57,45,0,76,51,83,63,71,69,,
DevOps Engineer,MSc,88,1.1,71,80,1,1,55,78,55,46,47,0,67,63,63,61,95,52,,
DevOps Engineer,BE,60,1.2,56,81,3,2,53,90,52,69,61,0,77,70,62,63,89,34,,
DevOps Engineer,BCA,91,1.1,62,99,1,2,73,86,63,27,28,1,76,53,63,75,63,37,,
DevOps Engineer,MSc,61,2.4,66,70,3,3,71,97,51,82,90,0,65,30,65,81,72,63,,
DevOps Engineer,BCA,95,1.0,49,57,3,2,61,61,44,55,0,0,56,48,73,49,46,50,,
DevOps Engineer,BSc,82,2.0,59,93,1,2,75,85,58,31,41,1,80,64,62,74,84,52,,
DevOps Engineer,BTech,69,3.0,59,86,1,5,39,69,55,50,0,1,90,85,47,55,72,54,,
DevOps Engineer,BTech,72,0.7,58,48,4,1,68,81,26,47,0,1,58,46,46,56,61,57,,
DevOps Engineer,BE,82,2.6,75,53,4,4,55,79,69,75,69,0,90,30,54,72,80,48,,
DevOps Engineer,BTech,90,0.9,84,99,1,2,61,93,40,30,0,0,61,49,54,66,66,54,,
DevOps Engineer,BBA,83,2.2,82,57,5,4,77,88,79,67,70,0,69,64,68,71,69,42,,
DevOps Engineer,MTech,39,5.3,62,100,0,1,48,81,67,48,73,0,58,58,34,60,91,73,,
DevOps Engineer,BTech,51,2.1,55,100,1,2,76,74,55,58,55,1,89,58,43,56,72,64,,
DevOps Engineer,MBA,34,0.6,69,88,3,3,79,94,47,70,23,0,64,46,57,45,64,52,,
DevOps Engineer,MSc,84,1.1,69,60,4,3,50,58,59,67,62,0,55,43,62,53,79,38,,
DevOps Engineer,MBA,67,4.5,73,71,0,3,44,75,59,65,0,0,58,45,36,59,85,63,,
DevOps Engineer,BE,87,1.4,93,77,2,1,59,65,65,78,62,0,64,60,35,86,92,37,,
DevOps Engineer,MBA,96,1.4,65,67,5,3,46,69,42,48,48,0,51,45,62,58,64,59,,
DevOps Engineer,MTech,85,3.4,49,62,4,4,63,79,62,55,0,2,74,51,56,60,78,67,,
DevOps Engineer,BE,83,1.1,79,68,1,1,51,72,71,67,64,0,70,64,41,76,97,30,,
DevOps Engineer,MCA,47,2.1,83,66,5,3,47,87,49,64,0,3,69,37,68,62,73,78,,
DevOps Engineer,BSc,34,2.2,68,59,4,3,63,82,72,73,0,1,68,54,41,61,100,78,,
DevOps Engineer,MCA,72,2.4,65,75,5,4,50,82,69,42,54,2,76,74,43,64,88,47,,
DevOps Engineer,BE,85,2.1,59,64,2,3,62,53,58,64,0,0,29,65,48,48,70,55,,
DevOps Engineer,MBA,70,2.4,70,36,5,3,52,70,58,37,21,2,84,62,24,44,66,70,,
DevOps Engineer,BE,87,0.4,51,61,2,2,63,66,38,41,0,0,70,56,48,68,46,43,,
DevOps Engineer,BTech,56,2.0,49,75,2,4,69,89,48,54,0,1,43,62,43,65,79,54,,
DevOps Engineer,MBA,77,1.0,74,66,4,2,40,84,84,47,17,0,62,64,74,52,82,61,,
DevOps Engineer,BSc,64,1.4,60,84,1,2,38,84,61,53,24,2,69,73,46,41,63,50,,
DevOps Engineer,BTech,29,0.6,68,76,3,2,42,79,44,33,0,1,43,56,53,48,65,55,,
DevOps Engineer,MSc,83,1.3,51,86,2,3,45,56,53,80,0,0,59,54,80,57,64,48,,
DevOps Engineer,BTech,49,0.3,68,73,4,4,69,62,76,45,79,1,90,49,61,82,85,67,,
DevOps Engineer,BSc,81,5.5,91,94,2,6,81,81,50,76,0,3,83,53,70,61,89,49,,
DevOps Engineer,BE,73,1.0,61,84,2,0,49,92,57,33,20,0,61,83,68,42,74,46,,
DevOps Engineer,MBA,40,2.8,75,83,1,4,55,64,49,82,60,4,88,30,70,63,93,55,,
DevOps Engineer,MBA,39,1.0,75,76,3,4,57,79,54,77,53,4,89,26,62,70,86,48,,
DevOps Engineer,Diploma,71,1.4,77,69,5,3,71,62,51,59,30,0,83,51,48,81,59,35,,
DevOps Engineer,MCA,44,2.9,43,86,3,2,33,85,51,49,62,0,67,50,34,55,82,45,,
DevOps Engineer,BBA,90,2.3,93,84,4,4,84,87,69,67,0,2,82,53,90,68,88,46,,
DevOps Engineer,BTech,46,1.4,68,74,4,5,73,83,63,69,0,1,85,60,50,70,82,70,,
